id;transcription;collection;period;publication_type;publication_year;publication_month;publication_day;publication_name;publication_country;publication_region;publication_place;publication_volume;publication_number;publication_pages;publication_reviewer;archive_name;archive_url;accessed;transcribed;comments
81;"Oscar Wilde, in violent admiration of the cover of his latest book, *A House of Pomegranates*, says aesthetically: 'The artistic beauty of the cover of my book resides in the delicate tracing, arabesques, and massing of many coral-red lines on a ground of white ivory, the colour-effect culminating in certain high gilt notes, and being made still more pleasurable by the overlapping band of moss-green cloth that holds the book together'; then he delivers this dictum: 'A thing in Nature becomes much lovelier if it reminds us of a thing in Art, but a thing in Art gains no real beauty through reminding us of a thing in Nature'.";A House of Pomegranates;1;Contemporary review (original);1892;2;1;Current Opinion: A Magazine of Record and Review;United States of America;;;9;2;320;;Hathi Digital Trust;https://hdl.handle.net/2027/uc1.32106019921185?urlappend=%3Bseq=328%3Bownerid=9007199271919520-342;2022-02-02;2025-01-17;
60;Messrs. Roberts Brothers publish 'The Happy Prince ' and other tales, by Oscar Wilde, with illustrations by Walter Crane and Jacomb-Hood. Really, these five tales are very fine. 'The Nightingale and the Rose' tells a pathetic story of a young man who loved deeply and of a young woman who did not know the great worth of such love. Now, the plain English of it is that a young man who loves is usually honest about it, and that a young woman who does not love in return is very apt to make light of both the young man and the unaccepted lover. But a young woman who boasts of such things, usually called a 'rejected' lover, very rarely finds true love, whether in herself or in others. For she has despised the most precious thing in all the world. The little volume will make many friends for Mr. Wilde.;The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;10;1;The Literary News, An Eclectic Review of Current Literature;United States of America;;;IX;9;299;;Hathi Digital Trust;https://hdl.handle.net/2027/uc1.b2876098?urlappend=%3Bseq=319%3Bownerid=9007199273992119-333;2021-08-24;2025-01-21;
59;"The gift of writing fairy tales is rare, and Mr. Oscar Wilde', says the London Atheneum', shows that he possesses it in a rare degree. 'The Happy Prince, and Other Stories', are full of charming fancies and quaint humor. Though with a distinct character of their own, they are not unworthy to compare with Hans Andersen, and it is Not easy to give higher praise than this. There is a piquant touch of contemporary satire which differentiates Mr. Wilde from the teller of pure fairy tales; but it is so delicately introduced that the illusion is not destroyed, and a child would delight in the tales without being worried or troubled by their application, while children of larger growth will enjoy them and profit by them. The illustrations are charming'. (Roberts. $1.)";The Happy Prince and Other Tales;1;Contemporary review (original);1888;12;1;The Literary News, An Eclectic Review of Current Literature;United States of America;;;IX;12;375;;Hathi Digital Trust;https://hdl.handle.net/2027/uc1.b2876098?urlappend=%3Bseq=395%3Bownerid=9007199274010216-417;2021-08-24;2025-01-21;
33;Those people who have known Oscar Wilde only as an eccentric esthete, writing 'soulfully intense' poetry, may perhaps be surprised to learn that he possesses true literary ability, which has shown itself from time to time in some really excellent work. Under the title of '*The Happy Prince, and Other Tales*', he has presented a collection of short fairy stories, some of which deserve to be classed with the best that has ever been written in that line. The style is excellent and the thought full of refinement, which finds expression in beautiful language. Perhaps the two most charming stories are the first one, which gives its name to the volume, and another, called 'The Selfish Giant'. The book is attractively bound in cloth covers of dainty coloring, and its artistic and appropriate illustrations, by Walter Craine and Jacomb Hood, add much to its value and beauty.;The Happy Prince and Other Tales;1;Contemporary review (original);1888;10;6;The Public Opinion;United Kingdom;England;london;5;26;571;;Hathi Digital Trust;https://hdl.handle.net/2027/uc1.c2649847?urlappend=%3Bseq=705%3Bownerid=13510798902950000-711;2021-01-07;2025-01-21;
49;"A book that will find a place in many a Christmas stocking---though in certain parts it may be written a little above the tiny heads of its audience---is the collection of five fairy-tales by Oscar Wilde. Told in choice English, with happy diction and most delicate imagery, each allegory points a subtle moral. 'The Happy Prince' is a poem on charity; ' The Nightingale and the Rose' is a parable on sacrifice and renunciation; 'The Selfish Giant' tells its sermon in its title; 'The Devoted Friend' is an essay on friendship; and 'The Remarkable Rocket' is a bright and effective satire on vaingloriousness. There is a great deal of philosophy woven into the web of this fairy Pentameron, which gray heads as well as flaxen might read and digest to their profit. Walter Crane and Jacomb Hood have entered with zest into the spirit of the author; and from the frontispiece of 'The Happy Prince', a reminiscence of the St. George of Donatello, to the ignominious going out of 'The Remarkable Rocket', headpieces, tailpieces and all are executed in the most graceful manner.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;11;24;The Critic: A Weekly Review of Literature and the Arts;United States of America;;;13;256;258;;Hathi Digital Trust;https://hdl.handle.net/2027/uc1.c3464221?urlappend=%3Bseq=274%3Bownerid=13510798903213461-278;2021-08-24;2025-01-17;
80;"Mr. Oscar Wilde has been good enough to explain, since the publication of his book that it was intended neither for the 'British Child' nor for the 'British Public', but for the cultured few who can appreciate its subtle charms. The same exiguous but admiring band will doubtless comprehend why a volume of allegories should be described as *A House of Pomegranates*, which we must confess is not apparent to our perverse and blunted intellect. It consists of four storeys (we mean stories), 'The Young King', 'The Birthday of the Infanta', 'The Fisherman and his Soul', and 'The Star-Child', each dedicated to a lady of Mr. Wilde's acquaintance, and all characterized by the peculiar faults and virtues of his highly artificial style. The allegory, as we have had occasion to remark on former occasions, when discussing the work of Lady Dilke and Miss Olive Schreiner in this particular field, is one of the most difficult of literary forms. In Mr. Wilde's House of Pomegranates there is too much straining after effect and too many wordy descriptions; but at the same time there is a good deal of forcible and poetic writing scattered through its pages, and its scenes have more colour and consistence than those which we criticized in 'Dreams' and 'The Shrine of Love'. Mr. Wilde resembles the modern manager who crowds his stage with aesthetic upholstery and bric-à-brac until the characters have scarcely room to walk about. Take this inventory of the contents of a chamber in the young king's palace, which reads for all the world like an extract from a catalogue at Christie's ... The adornment of these 'beautiful tales', as Mr. Wilde modestly calls them, has been entrusted to Messrs. C. Ricketts and C.H. Shannon, and for combined ugliness and obscurity it would be hard, we imagine, to beat them. The full-page illustrations are so indistinctly printed that whatever excellence they may possess is lost to view, while the grotesque black-and-white woodcuts are hideous to behold. It is, perhaps, as well that the book is not meant for the 'British Child'; for it would certainly make him scream, according to his disposition, with terror or amusement.";A House of Pomegranates;1;Contemporary review (original);1892;2;6;The Athenaeum;United Kingdom;England;;;3354;177;;Hathi Digital Trust;https://hdl.handle.net/2027/uc1.c3470767?urlappend=%3Bseq=131%3Bownerid=13510798903217964-133;2026-05-19;2026-05-19;
122;Mr. Oscar Wilde's little book of stories is capital. They are delightfully humorous, witty, and fresh, sparkling with good things, full of vivacity, and well put together. 'The Canterville Ghost' is a first-rate ghost story, told partly from the point of view of the ghost himself---a most refreshing novelty--and partly from that of the American family who have bought the ancestral home of the Cantervilles. 'Lord Arthur Savile's Crime' is a very good story, too, told in a vein of drollery which is quite distinctive. These two pieces will bear reading aloud, a decidedly severe test.;Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1892;1;23;The Athenaeum;United Kingdom;England;;;3352;113;;Hathi Digital Trust;https://hdl.handle.net/2027/uc1.c3470767?urlappend=%3Bseq=91%3Bownerid=13510798903211680-91;2021-11-19;2025-01-17;
78;"Of all men who have consented to adorn the present age, at least within the realm of that Power upon whose domain the sun never sets, none have been the recipients of adulation so profound, intermingled with opprobium so venomous as that bestowed upon Oscar Wilde, That the philosophy for which Mr. Wilde stood, upon his advent into Letters, was, to the Philistine, a new and somewhat startling one, needs no argument; but to prove his sincerity and absoluteness of belief, in its principles, to those congregations of Canaille that he 'has addressed from time to time with his unique suavity, will undoubtedly fall to the good fortune of a future generation. Though Mr. Wilde has now for some years lain, among the data of historic literature, the famous breeches of the Clergy, as well as the flowing locks of Mediævalism, his apostleship to the Spirit of Beauty is not yet ended. Yesterday was produced Dorian Gray, over whose morality two hemispheres wrangled as a nine-days wonder. To-day is given us A House Pomegranates, which Mr. Wilde has stated in print as being; intended neither for the 'British child' nor for the 'British public'. Those for whom a volume so unusual in appearance is produced, will doubtless comprehend the subtlety with which its name was chosen; a subtlety which is brought to,so fine a point that, by no manner of dallying, could he who runs be enabled to read. The book is issued in square octavo, and is printed throughout on heavy, richly toned, Plate Paper, by the Chiswick Press. The decorations have entrusted to Mr. Ricketts and Mr. Shannon, who have succeeded in making the volume a notable target for many who have stationed themselves outside the bastions of Materialism, to leave unmentioned the multitudes within.
 
 *A House of Pomegranates* consists of four allegorical tales: the first two, 'The Young King' and 'The Birthday of the Infanta', may be said to represent the Sorrow of Knowledge, tales of beauty and of pity: the third, 'The Fisherman and his Soul', shows the Power of Love, a story of beauty and strength; while the last, 'The Star Child', in degenerating to the formula of a Teutonic fairy-tale, loses the delicacy of allegorical influence, which is felt with so much power in the others. 'The Fisherman and his Soul' is the tale that will longest be remembered, and, despite the unusual trammels which Mr. Wilde has imposed upon himself, in its motif the story remains a harmony of the most beautiful and fascinating simplicity. In it will be found specimens of the most forcible and picturesque prone ever given by its author. It is nowhere overloaded with that 'gorgeousness of jade and amethyst' which at times satiates the reader in Mr. Wilde's previous work; spices and oriental herbage are used sparingly, and the winds from the seas of the Fisherman bring only odours of salt shores.
 
 The young sea-toiler loses his heart to a mermaid, who will not accept it while he possesses the human soul. Both Priest and Merchant scorn his desire to part with this thing which as he laments, 'I cannot see it, may not touch it, I do not know it'. A young witch, however, rids him of his encumbrance, but she sends it forth without a heart. It wanders to the east and to the south, and gains knowledge and riches unknown to man, which, on returning to its master, are offered in exchange for its old habitation; but to the Fisherman his love is greater than wealth or wisdom. A third time the Soul returns, and this time with the world's pleasures; the temptation is great. What matters it? says the Fisherman to his heart. I can come back to my love: and so to see the dancing feet of an Arab girl the briny home of the Titans is deserted. The Soul leads its master through sin and crime because it has been forced to wander without a Heart; and finally, overwhelmed at the blackness of his own Soul, the Fisherman returns to the shore of his love, where 'every morning he called to the mermaid, and every noon he called to her again, and at night time he spake her name', but she never came in answer to his call. The Soul mocked him, but he continued in his supplication, until one day the black waters arose in a storm, and brought his beloved to his feet, quite dead. The Fisherman clasped the cold form in his arms, and, his heart breaking, the angry sea lapped them both 'round. The proud anathemas of the priest were theirs, and the far corner of the Fuller's field their unmarked grave. On the anniversary of their death the prelate was to address his hearers upon the wrath of God. Arrayed in pontifical robes and exhibiting the monstrance, the odour of the white flowers on the altar troubled him, and to himself all unknown he spoke long and eloquently of God's Love. Upon inquiry, after the service, he found the strange flowers had been gathered from the far corner of the Fuller's field.";A House of Pomegranates;1;Contemporary review (original);1892;;;A Quarter-Yearly Review of the Liberal Arts Called The Knight Errant, Being a Magazine of Appreciation;United States of America;;;1;1;29–30;;Hathi Digital Trust;https://hdl.handle.net/2027/umn.31951000742515x?urlappend=%3Bseq=41%3Bownerid=13510798902501971-55;2022-01-28;2025-01-17;
39;By Oscar WILDE. With three Full-Page Plates and 11 Vignettes by WALTER CRANE and Jacomb Hood, 116 pp., small 4to, old-faced type, on cream-laid paper with wide margins, Japanese vellum covers, printed in red and black, 5s.;The Happy Prince and Other Tales;1;Advertisement;1888;11;24;The Scotts Observer;United Kingdom;Scotland;;I;1;26;;Hathi Digital Trust;https://hdl.handle.net/2027/umn.319510028079939?urlappend=%3Bseq=40%3Bownerid=13510798900800663-58;2021-01-07;2021-01-07;
42;"Lord Arthur Savile's Crime, and its three companion stories, will not add to their author's reputation. Mr. Oscar Wilde's previous book, though in style florid to excess, and in sentiment shallow, had at least a certain cleverness; this quality, however, is singularly absent in at least the first three of these tales. Much the best of the series is the fourth, the short sketch entitled 'A Model Millionaire', though even this brief tale is spoilt by such commonplace would-be witticisms as 'the poor should be practical and prosaic', 'it is better to have a permanent income than to be fascinating'. There is much more of this commonplace padding in the story that gives its name to the book, e.g. 'actors can choose whether they will appear in tragedy or comedy', &c., 'but in real life it is different. Most men and women are forced to perform parts for which they have no qualifications', and so on, and so on, even to the painfully hackneyed 'the world is a stage, but the play is badly cast'. This story is an attempt to follow in the footsteps of the author of New Arabian Nights. Unfortunately for Mr. Wilde's ambition, Mr. Stevenson is a literary artist of rare originality. Such a story as this is nothing if not wrought with scrupulous delicacy of touch. It is, unfortunately, dull as well as derivative. 'The Sphinx without a Secret' is better. 'The Canterville Ghost' is, as a story, better still, though much the same kind of thing has already been far better done by Mr. Andrew Lang; but it is disfigured by some stupid vulgarisms. 'We have really everything in common with America nowadays, except, of course, language'. 'And manners', an American may be prompted to add. A single example may suffice: 
 >>'The subjects discussed were merely such as form the ordinary conversation of cultured Americans of the better class, such as the immense superiority of Miss Fanny Davenport over Sara Bernhardt as an actress; the difficulty of obtaining green corn, buckwheat cakes, and hominy, even in the best English houses...and the sweetness of the New York accent as compared to the London drawl'. 
 It is the perpetration of banalities of this kind which disgusts Englishmen as well as 'cultured Americans'. One should not judge the society of a nation by that of a parish; the company of the elect by the sinners of one's own acquaintance. Mr. Wilde's verbal missiles will serve merely to assure those whom he ridicules that another not very redoubtable warrior has bestirred himself in the camps of Philistia.";Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;9;5;The Academy;United Kingdom;England;london;40;1009;189-202;William Sharp;Hathi Digital Trust;https://hdl.handle.net/2027/uva.x002608754?urlappend=%3Bseq=210%3Bownerid=27021597769560488-234;2021-06-30;2025-01-17;
29;"Since Hans Andersen published his last volume a more charming selection of stories than Mr. Oscar Wilde's 'Happy Prince and Other Tales' has not appeared. The lightness and delicacy of touch, the tenderness, the quaint humour with a soupçon of satire that is invariably clever, the gentleness and the unaffected pathos---all those characteristics which made Hans Andersen the 'most fascinating of story-writers, are to be found in every tale in the present collection. More worthy of remark still, is the foot that the spiritual feeling which runs through so many of Hans Andersen's stories is to be found in almost every page of Mr. Oscar Wilde's volume. That childlike simplicity and grace, so rarely to be met with in stories for children, but so indispensable to this form of literature, may also be found in every page, and entitle the author to be regarded as the most accomplished artist who has set about the difficult task of moulding these prose-poems to stimulate the imagination and to direct into right channels the overflowing fancy of young people. It might be thought that a writer like Mr. Wilde, who possesses so highly-cultured an artistic faculty, would overelaborate such a dainty little story as 'The Happy Prince', thereby giving it an artificial, if not an affected, tone; but the author proves himself to be so admirable an artist hat he even knows when to discard every semblance of art, and to appeal directly to the heart of an audience. This must be noticed in almost every story in the collection. There is no affectation of feeling--children are the first to perceive anything of this sort, and ecline to be moved by it to tears or even to thought--but the author is invariably in touch with the little circle gathered round him, and never lets a stilted or unnatural sentence escape from his lips. He never ceases to be entertaining, and this is equivalent to stating that he never becomes didactic. Children have to endure enough that is didactic without having their storybooks written in in this strain. As for the 'moral' in these tales it appears not at the end of each, like the red danger-signal at the end of a train--for people to avoid, but it is to be found in every sentence in the book. The child---nay, the mind, who does not feel the better for reading such a tale as 'The Happy Prince' is to be pitied. 'The Nightingale and the Rose' is not so pathetic, but it is equally clever. The 'moral' is Mr Oscar Wilde's satiric vein. The student who has been disappointed in love, exclaims, 'What a silly thing Love is! It is not half so useful as Logic, for it does not prove anything, and it is always telling one of things that are not going to happen and making one believe things that are not true. In fact, it is quite unpractical, and, as in this age to be practical is everything, I shall go back to Philosophy and study Metaphysics'… Nothing could be better than this, which may be accepted as an example of the quaint humour of the volume. The story of 'The Devoted Friend' is a charming satire upon the sentamentalists [sic]. 'The Remarkable Rocket' abounds in subtle touches of the same character, which cannot but be relished by old as well as young readers. The book is rendered additionally charming by the beautiful binding and the delicately-drawn illustrations by Mr Walter Crane and Jacomb Hood.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;7;3;Belfast News Letter;United Kingdom;Northern Ireland;belfast;CLI;22774;2;;Irish Newspapers Archive;https://irishnewsarchive.com/?a=d&d=BNL18880703.1.2&srpos=6&e=1-1-1888-31-03-1895--en-20--1--img-txIN-%22The+Happy+Prince%22---------1-1-1-1-1-1-community-------INA%2CRNA-mr-all-------&coordinates=3881,1734,576,576;2021-01-07;2025-03-18;
16;"It is a thing rarely accomplished to write a book that a child can read with interest and pleasure and his elders find instruction and profit in as well. By a curious fate ""Gulliver's Travels,"" which Swift, in his disgust for mankind, wrote as a universal panacea, and of which only the mature mind can always see the bearing and application, has become a story for children, and the ridicule of English politics by the giant king and the comparisons to prove the inferiority of men to brutes are all passed over and unnoticed. So, too, ""Robinson Crusoe,"" which so charms and delights the young, has ceased to be more than glanced at by the grown. Fables seem to belong to that class of literature which all can read and each age derive its own satisfaction from.

Mr. Wilde's ""Tales,"" though couched in the form of children's stories, are more of the nature of fables, and consequently, while they fulfil all the requirements of the former they at the same time discharge the functions of the latter. Written in simple and at times poetical language, they are replete with instruction, and it is such as must be evident even to the mind of a boy or a girl of average intelligence. Apart altogether from its didactic purpose, the work, merely from an art point of view, is delightful; the descriptions of nature it contains and their fidelity and beauty would show, if no other evidence was obtainable, that Mr. Oscar Wilde has true literary talent.

The first story, from which the collection takes its name, is admirable in its conception. ""High above the city on a tall column stood the statue of the Happy Prince. He was gilded all over with leaves of fine gold; for eyes he had two bright sapphires and a large red ruby glowed on his sword-hilt."" A little swallow, who, when his friends had gone to Egypt, had stayed behind for his love, a beautiful river reed, in his selfishness deserts her. ""She has no conversation,"" he said, ""and she is always flirting with the wind. I admit she is domestic, but I love travelling and my wife, consequently, should love travelling also."" He flies from her, and, coming to town, rests on the statue, but is disturbed by the weeping of the Happy Prince.

The Prince, looking from his high place, sees all the ugliness and all the wretchedness of the city, and his leaden heart is grieved. In a conversation with the selfish little swallow, he converts the latter, and makes him become his messenger of good. To the poor needle-woman, struggling to finish the lady's ball dress, that her fevered little son may have bread to eat, his envoy brings the ruby of the sword-hilt; to the impoverished writer one of the sapphire eyes, and to a little match-girl the other, while bit by bit the golden covering he gives away to relieve the needy. For, says the Prince, of all the marvellous stories, the most marvellous is the suffering of men and of women; ""there is no mystery so great as misery.""

The little swallow, going hither and thither, sees ""the rich making merry, and the beggars sitting at their gates."" He flies into dark lanes, and ""sees the white faces of starving children looking out listlessly at the black streets."" And his little heart learns the luxury of doing good, and, refusing to go away to Egypt to avoid the cold winter, he devotes himself to the cause of charity, and at last lays down his life, dying at the Prince's feet.
Then the Mayor and Town Councillors, coming along to inspect the statue, declare it has become shabby since all its ornamentation is gone, and the Art Professor at the University pronounces it to be no longer useful since it is no longer beautiful. So the figure is pulled down and condemned to be melted down for metal, and because the dead bird was found there a proclamation is ordered forbidding birds to die there in future. A fitting commentary on the recognition which the world gives to those who devote all they have, and even their very lives, to the cause of others.

In another equally excellent tale, called ""The Devoted Friend,"" there is a very good hit at the style of a certain well-known novelist. ""You are quite behind the age,"" said the water-rat. ""Every good story-teller nowadays starts with the end, and then goes on to the beginning, and concludes with the middle. That is the new method. I heard all about it the other day from a critic who was walking round the pool with a young man. He spoke of the matter at great length, and I'm sure he must have been right, for he had blue spectacles and a bald head; and whenever the young man made any remark he said 'Pooh!'""

In the last of the collection, ""The Remarkable Rocket,"" who, proving a failure at the Court fireworks, is thrown into a pond and there catches cold, so that he becomes hoarse. ""What a delightful voice you have,"" the frog says, on hearing him.

Indeed, the book is filled with such tit-bits of humour. ""I am so clever,"" says one speaker, ""that sometimes I don't understand a single word of what I am saying."" ""Then you should certainly,"" is the reply, ""lecture on philosophy.""
A pleasanter book for light reading could not well be imagined. It is a treat for young and old.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;11;24;The Nation (Dublin);Ireland;Eastern and Midland Region;dublin;XLVI;47;3;;Irish Newspapers Archive;https://irishnewsarchive.com/?a=d&d=NAT18881124.1.3&txq=&advtxq=&coordinates=&srpos=&e=1-1-1888-31-03-1895--en-20--1--img-txIN-%22The+Happy+Prince%22---------1-1-1-1-1-1-community-------INA%2CRNA-mr-all-------;2025-01-20;2025-01-20;
135;The success of Oscar Wilde as playwright, essayist, and story-teller is one of the wonders of recent years. When he came to this country a decade ago he was covered with scorn and ridicule. Nevertheless, he succeeded in having his first play, 'Vera,' produced in New York. It was scored by the critics here, and, after running for a few weeks, it was never heard of again. But even at this period Oscar was imbued with that sublime conceit which has helped him so much in his career. One night, after a performance of his play, he was walking uptown with a well-known writer of this city, and talking about himself as usual. 'Ah!' he cried, in a fine frenzy of enthusiasm, 'do you know what I need most in the world?' His friend gave up the cocnundrum, and Oscar went on: 'Well, I need fowship. I must have worship.' Then, after a moment's silence, he added: 'In that respect, I resemble God Almighty.' Oscar carried from America $20,000, the proceeds of his lecture tour. He went back to London, where for several years, he has indulged with the famous 'Jimmy Whistler, the artist, in a warfare of the wits. At the present time of course, Oscar is ahead, for he has struck a vein of 'devilish' cynicism and perverted humor. His book of essays, which he called 'Intentions', is, however, a really fine achievement, and it would give Oscar a place in literature if he had not written wicked plays. Nothing, too, could be finer in its way than his 'House of Pomegranates,' luxurious in fancy and in diction, as well as in its manner of publication. 'Dorian Gray,' his novel, however, is distinctly inferior to these, and must be regarded as a comparative failure. Oscar i smarried to one of the most beautiful of the London aesthetes, and his home is a bower of soft draperies and rich and harmonious colors.;A House of Pomegranates;1;Contemporary review (original);1893;12;30;The Cincinnati Commercial Gazette;United States of America;Midwest;;LIII;192;14;;Newspapers Archive;https://newspaperarchive.com/cincinnati-commercial-gazette-dec-30-1893-p-14/;2026-05-19;2026-05-19;
71;Mr. Oscar Wilde has a vocation. A more charming set of fairy stories will not easily be found than his four stories called *A House of Pomegranates*. It is full of Mr. Oscar Wilde's most happy imagery, and over all is cast the pathos and real kindliness which can be traced even in some books of Mr. Oscar Wilde which are less to our taste. Nothing can be prettier or more pathetic than tho first story of the set, 'The Young King', or more quaintly original than 'The Fisherman and his Soul', which, by the way, raises a scientific question as to whether a shadow can throw a shadow. If we wanted to pick holes, which is the last thing we desire, we should say the stories were almost too ethical. It is as if Mr. Oscar Wilde wished to teach us many things---notably the law of kindness and self-denial, and to enforce the lesson that to do wrong never produces either beauty or happiness. We hasten, however, to state that Mr. Oscar Wilde does not divorce beauty and goodness: If you are good you are beautiful, or, if he will not quite go that length, he insists on the reverse---that if you are bad you are ugly. In future it will be fair to try and read into the other works of Mr. Oscar Wilde the same teaching that is so impressed upon us in this most attractive set of stories. One word must be given to the adornment of the tales. The numerous woodcuts, rather of the style of Mr. Burne Jones, are always clever and sometimes graceful. As to the four photographs, if the fact that it requires not only a very clever person to understand them, but that this person must possess eyes of no common order to make them out, prove that the work is clever, let us at once accord that praise to them. The cover, inside and out, the print, and the margins leave nothing to be desired.;A House of Pomegranates;1;Contemporary review (original);1891;12;9;The Manchester Guardian;United Kingdom;England;manchester;;;2009;;Newspapers Archive;https://newspaperarchive.com/guardian-dec-09-1891-p-47/;2021-10-19;2021-10-19;
134;Four fanciful little stories in a pretty little book. They are trivial, but bright and entertaining.;Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;11;2;The Times-Philadelphia;United States of America;Northeast;philadelphia, pennsylvania;;5882;2;;Newspapers Archive;https://newspaperarchive.com/other-clipping-nov-02-1891-5697150/?utm_source=newspaperarchive&utm_medium=copy_link&utm_campaign=share_link&utm_content=newspaper_clipping/;2026-05-19;2026-05-19;
24;Enw llyfr Mr. Oscar Wilde ydyw *The Happy Prince and Other Tales*. Mae y bymthegfed gyfrol o'r. '*National Biography* wedi cyrhaedd yr enw Drake. Tybir y gorphenir y gwaith mewn 50 o gyfrolau.;The Happy Prince and Other Tales;1;Contemporary review (original);1888;6;13;Y Genedl Gymreig: The Welsh Nation;United Kingdom;Wales;carnarvon;XII;589;7;;Welsh Newspapers Online;https://newspapers.library.wales/view/4487543/4487550;2025-03-18;2026-05-17;
